sample_set,batch,replicate,sample_id,container_type,hplc_present,matching_measurements,hplc_status,plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status,group_code,r735_mean,r735_max,r735_sum,r905_mean,r905_max,r905_sum,r1156_mean,r1156_max,r1156_sum,r1408_mean,r1408_max,r1408_sum,r1523_mean,r1523_max,r1523_sum,r1878_mean,r1878_max,r1878_sum,target_source,rhamnose_gL,xylose_gL,glucose_gL,parafac_selected_rank,parafac_score_c1,parafac_score_c2,parafac_score_c3,parafac_score_c4,parafac_score_c5,parafac_score_c6
Pavlovagyrans,1,1,E11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E11,F2-STD,STD,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.11700000000000001,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10903179,0.067890818,0.20250559,0.3673025,0.29780718,0.19808158
Pavlovagyrans,1,1,E2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E2,F2-N1,N1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1089,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10227948,0.07248449,0.18982771,0.34392474,0.28125178,0.20203499
Pavlovagyrans,1,1,E3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E3,F2-N3,N3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.11840000000000001,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10665685,0.055410753,0.18969513,0.35884168,0.27763721,0.20988549
Pavlovagyrans,1,1,E4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E4,F2-N5,N5,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1048,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.1117498,0.018543829,0.18907602,0.39163741,0.28110542,0.19103403
Pavlovagyrans,1,1,E5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E5,F2-N7,N7,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1082,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10176784,0.059967982,0.16556565,0.33262318,0.26724441,0.1759212
Pavlovagyrans,1,1,E6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E6,F2-S2,S2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1046,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10419521,0.10043914,0.18474832,0.31635655,0.28372445,0.20155202
Pavlovagyrans,1,1,E7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E7,F2-S4,S4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,9.7500000000000003E-2,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.106907,0.046975538,0.19142359,0.37124388,0.28897713,0.21423562
Pavlovagyrans,1,1,E8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E8,F2-S6,S6,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.105,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10512252,0.1016698,0.18669892,0.31538382,0.27433797,0.19898574
Pavlovagyrans,1,1,E9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,E9,F2-B1,B1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.108,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10366085,0.033270327,0.18948045,0.37907401,0.28016651,0.20093857
Pavlovagyrans,1,1,F10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F10,F2-B3,B3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1052,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10605628,0.078060378,0.19983701,0.35702995,0.29191894,0.20694673
Pavlovagyrans,1,1,F11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F11,F2-STD,STD,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1236,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10040309,0.092482859,0.18821931,0.32820674,0.28243321,0.19481257
Pavlovagyrans,1,1,F2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F2,F2-N1,N1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1108,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.1032907,0.10928185,0.19217362,0.31590989,0.28201156,0.20487652
Pavlovagyrans,1,1,F3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F3,F2-N3,N3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.11169999999999999,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10249674,0.079749621,0.18577848,0.32834885,0.27162893,0.19428756
Pavlovagyrans,1,1,F4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F4,F2-N5,N5,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1048,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10499655,0.062777589,0.18919737,0.34963102,0.27086678,0.1863789
Pavlovagyrans,1,1,F5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F5,F2-N7,N7,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1074,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11470101,0.037899203,0.19789015,0.37460289,0.28080129,0.18761621
Pavlovagyrans,1,1,F6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F6,F2-S2,S2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10539999999999999,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10470879,0.045100214,0.18914039,0.37249919,0.28506572,0.20873943
Pavlovagyrans,1,1,F7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F7,F2-S4,S4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1043,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10864448,0.11129072,0.19267154,0.30361151,0.27457218,0.20496088
Pavlovagyrans,1,1,F8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F8,F2-S6,S6,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1094,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11434407,0.074188725,0.20982049,0.35225364,0.29079297,0.21720956
Pavlovagyrans,1,1,F9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,F9,F2-B1,B1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1086,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10860267,0.1092776,0.19622873,0.31316691,0.27778432,0.19294995
Pavlovagyrans,1,1,G10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G10,F2-B3,B3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1091,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10211408,0.049367393,0.19046268,0.3737311,0.28530136,0.21928646
Pavlovagyrans,1,1,G11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G11,F2-STD,STD,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.12039999999999999,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11168065,0.00054963606,0.21731455,0.43162986,0.31203144,0.20858367
Pavlovagyrans,1,1,G2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G2,F2-N1,N1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1132,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10163499,0.07730371,0.18372525,0.34022421,0.2705976,0.2030429
Pavlovagyrans,1,1,G3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G3,F2-N3,N3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.11169999999999999,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11074941,0.05410969,0.19973208,0.36887582,0.28418264,0.2053377
Pavlovagyrans,1,1,G4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G4,F2-N5,N5,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1037,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.1062522,0.025113374,0.19553461,0.3926335,0.27664824,0.19420773
Pavlovagyrans,1,1,G5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G5,F2-N7,N7,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10970000000000001,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10357696,0.0076194654,0.18137496,0.4234938,0.26725375,0.20400081
Pavlovagyrans,1,1,G6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G6,F2-S2,S2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1062,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10549239,0.086042946,0.19046513,0.33379345,0.27359925,0.20716316
Pavlovagyrans,1,1,G7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G7,F2-S4,S4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1022,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10674686,0.093415437,0.19838937,0.33321905,0.27950633,0.2118717
Pavlovagyrans,1,1,G8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G8,F2-S6,S6,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10639999999999999,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10571263,0.061709783,0.19107752,0.35956725,0.27875348,0.20961465
Pavlovagyrans,1,1,G9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,1,G9,F2-B1,B1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1095,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11765043,0.061812433,0.2198659,0.37211406,0.30193398,0.20515459
Pavlovagyrans,1,2,B10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B10,F2-B2,B2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13039999999999999,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10838041,0.096326287,0.20893705,0.33716038,0.31082619,0.21706055
Pavlovagyrans,1,2,B11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B11,F2-B4,B4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.12709999999999999,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10873028,0.041994415,0.20298842,0.40799577,0.31951225,0.22442725
Pavlovagyrans,1,2,B2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B2,F2-N0,N0,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1265,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.1003868,0.078441613,0.19063314,0.34456592,0.28997188,0.22135098
Pavlovagyrans,1,2,B3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B3,F2-N2,N2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1333,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10646399,0.040357143,0.19161741,0.38222586,0.29679866,0.21900459
Pavlovagyrans,1,2,B4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B4,F2-N4,N4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.14319999999999999,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10723896,0.096738989,0.19534862,0.33019298,0.29272799,0.20245003
Pavlovagyrans,1,2,B5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B5,F2-N6,N6,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1361,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10361671,0.062806198,0.18390211,0.34772732,0.28255334,0.19504802
Pavlovagyrans,1,2,B6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B6,F2-S1,S1,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13039999999999999,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11240832,0.11800516,0.21301484,0.32154436,0.30689073,0.22016765
Pavlovagyrans,1,2,B7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B7,F2-S3,S3,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1285,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10555095,0.034278667,0.20545628,0.39146115,0.30961504,0.23302761
Pavlovagyrans,1,2,B8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B8,F2-S5,S5,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.12,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10659654,0.1292945,0.19910603,0.31291498,0.30189896,0.21415959
Pavlovagyrans,1,2,B9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,B9,F2-S7,S7,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1298,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10628537,0.10115506,0.1984735,0.33492407,0.29878871,0.22737089
Pavlovagyrans,1,2,C10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C10,F2-B2,B2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1366,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10507968,0.078528399,0.19234987,0.34720021,0.2966958,0.21666014
Pavlovagyrans,1,2,C11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C11,F2-B4,B4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13689999999999999,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11777964,0.20868432,0.2251175,0.26516441,0.32199538,0.20869769
Pavlovagyrans,1,2,C2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C2,F2-N0,N0,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13550000000000001,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10514073,0.042868041,0.19234333,0.40485936,0.30578724,0.23962612
Pavlovagyrans,1,2,C3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C3,F2-N2,N2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.12770000000000001,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11863156,0.070837963,0.21030234,0.38634213,0.31074021,0.23832617
Pavlovagyrans,1,2,C4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C4,F2-N4,N4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1336,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11562831,0.10361084,0.19825043,0.34637901,0.29289975,0.23067929
Pavlovagyrans,1,2,C5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C5,F2-N6,N6,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1202,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12567081,0.084159522,0.22160429,0.38290896,0.32217027,0.21889576
Pavlovagyrans,1,2,C6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C6,F2-S1,S1,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.128,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11659102,0.16162042,0.1954974,0.26513042,0.29155849,0.21785774
Pavlovagyrans,1,2,C7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C7,F2-S3,S3,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13339999999999999,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12100254,0.12203156,0.19902256,0.33854405,0.30951893,0.23233978
Pavlovagyrans,1,2,C8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C8,F2-S5,S5,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.14180000000000001,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12423295,0.15256179,0.23056527,0.31274967,0.32717061,0.22066928
Pavlovagyrans,1,2,C9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,C9,F2-S7,S7,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13389999999999999,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11317601,0.088698619,0.21216234,0.35704061,0.3089493,0.22822166
Pavlovagyrans,1,2,D10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D10,F2-B2,B2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13189999999999999,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11385956,0.12996229,0.19809482,0.32605597,0.29852522,0.22944786
Pavlovagyrans,1,2,D11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D11,F2-B4,B4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1386,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11372888,0.12006455,0.19960515,0.35151306,0.30282887,0.23362105
Pavlovagyrans,1,2,D2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D2,F2-N0,N0,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1401,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.097238958,0.09595437,0.18596043,0.33940823,0.30946689,0.23839686
Pavlovagyrans,1,2,D3,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D3,F2-N2,N2,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13489999999999999,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10263494,0.11960875,0.19360345,0.31293308,0.30098817,0.22079844
Pavlovagyrans,1,2,D4,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D4,F2-N4,N4,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13800000000000001,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10925299,0.077303731,0.1948791,0.34984133,0.29449544,0.22002585
Pavlovagyrans,1,2,D5,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D5,F2-N6,N6,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13089999999999999,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11396517,0.06141942,0.19309742,0.36208709,0.30165899,0.21692623
Pavlovagyrans,1,2,D6,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D6,F2-S1,S1,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1394,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12143057,0.21791326,0.22103518,0.23871461,0.30564544,0.22493828
Pavlovagyrans,1,2,D7,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D7,F2-S3,S3,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13150000000000001,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11565434,0.20079595,0.19880102,0.24991271,0.30333517,0.21887269
Pavlovagyrans,1,2,D8,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D8,F2-S5,S5,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.1368,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11575045,0.076150051,0.18808631,0.35875439,0.28316572,0.24272466
Pavlovagyrans,1,2,D9,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,D9,F2-S7,S7,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13150000000000001,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12074419,0.034720942,0.20385835,0.4193594,0.30736473,0.2542702
Pavlovagyrans,1,2,E10,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,E10,F2-B3,B3,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13539999999999999,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.12121383,0.10155617,0.20528816,0.35524152,0.29958908,0.23757307
Pavlovagyrans,1,2,E11,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,E11,F2-STD,STD,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.14230000000000001,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.10969352,0.015559552,0.19422098,0.44482281,0.31862188,0.23719572
Pavlovagyrans,1,2,E2,Plate,False,EEM only,reference workbook missing from local extraction,True,1,2,E2,F2-N1,N1,Pavlova gyrans,2026-02-17T00:00:00Z,EEM trial,0,0.13289999999999999,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,,,,,,,,,,,,,,,,,,,non_numeric_treatment,,,,6,0.11352438,0.10572537,0.1948839,0.34006956,0.28495461,0.22758905
