sample_set,batch,replicate,sample_id,container_type,eem_present,raman_present,hplc_present,matching_measurements,eem_file,raman_file,hplc_status,plate_metadata_present,eem_plate_metadata_present,raman_plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status,group_code,eem_available,raman_available,raman_crop_mean,raman_crop_max,raman_crop_sum,r735_mean,r735_max,r735_sum,r905_mean,r905_max,r905_sum,r1156_mean,r1156_max,r1156_sum,r1408_mean,r1408_max,r1408_sum,r1523_mean,r1523_max,r1523_sum,r1878_mean,r1878_max,r1878_sum,raman_ratio_1523_1156,raman_ratio_905_735,eem_raw_mean,eem_raw_max,eem_clean_mean,eem_clean_max,eem_over_fraction_total,eem_clean_valid_fraction,eem_h1_ex380_em400,eem_h2_ex380_em420,eem_h3_ex400_em420,eem_h4_ex400_em440,eem_h5_ex420_em460,eem_h6_ex440_em480,target_source,rhamnose_gL,xylose_gL,glucose_gL
MSStandards,4,2,G3,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G3.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G3.CSV,reference workbook missing from local extraction,True,False,True,4,2,G3,2026-03-11T00:00:00Z,Xyl (0.075),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,15.095989,70.079200,23489.359393,29.726491,34.165720,2140.307330,40.652433,47.790840,2926.975210,6.907962,13.858280,504.281227,1.456218,4.585571,113.584976,3.052502,10.368550,219.780162,0.361881,3.063370,28.226701,0.441882,1.367549,34790.076577,3462908.000000,897.821839,38988.000000,0.119048,0.690476,,3433.000000,,642.000000,308.000000,240.000000,known_standard_or_spike,0,0.075,0
MSStandards,4,2,G4,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G4.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G4.CSV,reference workbook missing from local extraction,True,False,True,4,2,G4,2026-03-11T00:00:00Z,Xyl (0.01),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,15.289933,74.126460,23791.135223,30.739483,34.514170,2213.242810,40.890743,48.869450,2944.133460,6.361230,12.176660,464.369805,0.994337,5.333092,77.558311,3.141401,10.602750,226.180886,0.030445,4.521858,2.374708,0.493835,1.330235,94224.302222,5170365.000000,990.867816,38186.000000,0.107143,0.690476,,4402.000000,,1111.000000,398.000000,260.000000,known_standard_or_spike,0,0.01,0
MSStandards,4,2,G5,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G5.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G5.CSV,reference workbook missing from local extraction,True,False,True,4,2,G5,2026-03-11T00:00:00Z,MM f/2 (0.1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,15.964127,78.700100,24840.181906,32.327422,39.296550,2327.574410,41.947723,47.748830,3020.236040,7.454062,15.103900,544.146529,0.948258,3.833092,73.964130,2.798249,11.123950,201.473902,0.616582,4.127724,48.093405,0.375399,1.297589,63216.739910,6416388.000000,752.752874,29778.000000,0.115079,0.690476,,2634.000000,,566.000000,261.000000,222.000000,known_standard_or_spike,0.1,0.1,0.1
MSStandards,4,2,G7,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G7.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G7.CSV,reference workbook missing from local extraction,True,False,True,4,2,G7,2026-03-11T00:00:00Z,Rha-Algae (0.1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.542510,231.325600,21072.145114,-0.263778,9.756622,-18.992038,22.934085,29.451970,1651.254140,67.236743,158.547400,4908.282220,3.203265,11.279690,249.854643,87.323603,231.325600,6287.299430,-1.718135,6.361908,-134.014494,1.298748,-86.944548,95427.648889,5334990.000000,1116.247126,39460.000000,0.107143,0.690476,,4807.000000,,869.000000,372.000000,301.000000,known_standard_or_spike,0.1,,
MSStandards,4,2,G8,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G8.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G8.CSV,reference workbook missing from local extraction,True,False,True,4,2,G8,2026-03-11T00:00:00Z,BLANK f/2,MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,14.701093,72.431110,22874.900390,28.440125,36.554260,2047.689010,39.785776,47.785720,2864.575850,6.410645,11.334750,467.977106,1.352373,5.658379,105.485063,3.029966,11.839180,218.157553,-0.055115,1.806335,-4.298981,0.472646,1.398931,34084.927602,4771792.000000,870.465517,35177.000000,0.123016,0.690476,,3663.000000,,643.000000,328.000000,239.000000,blank_or_matrix_blank,0,0,0
MSStandards,4,2,G9,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_G9.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_G9.CSV,reference workbook missing from local extraction,True,False,True,4,2,G9,2026-03-11T00:00:00Z,MMAlgae (0.1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,5.309985,78.431640,8262.337062,1.808320,6.321381,130.199038,18.706268,28.220080,1346.851290,16.168170,52.495900,1180.276378,-4.495664,-0.112564,-350.661804,28.406000,78.431640,2045.232016,1.827448,6.347382,142.540954,1.756909,10.344556,95093.644444,5240962.000000,935.367816,32912.000000,0.107143,0.690476,,4113.000000,,640.000000,326.000000,266.000000,known_standard_or_spike,0.1,0.1,0.1
MSStandards,4,2,H1,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H1.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H1.CSV,reference workbook missing from local extraction,True,False,True,4,2,H1,2026-03-11T00:00:00Z,Xyl (1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.118447,66.170120,20412.304007,26.215574,30.589950,1887.521350,36.995732,44.158980,2663.692720,5.722773,12.080820,417.762450,0.496647,5.251991,38.738458,1.846809,7.116673,132.970225,-0.102868,3.231339,-8.023727,0.322712,1.411212,49516.113122,6901453.000000,1060.011494,51173.000000,0.123016,0.690476,,4439.000000,,753.000000,325.000000,256.000000,known_standard_or_spike,0,1,0
MSStandards,4,2,H2,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H2.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H2.CSV,reference workbook missing from local extraction,True,False,True,4,2,H2,2026-03-11T00:00:00Z,Xyl (0.25),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.086610,63.841470,20362.764548,27.249819,30.954690,1961.986960,36.137250,45.168120,2601.882030,4.992166,10.426010,364.428120,0.599648,4.425926,46.772506,2.181992,10.921900,157.103407,-0.532718,2.051819,-41.551965,0.437083,1.326146,33442.022727,7176300.000000,937.229885,43134.000000,0.126984,0.690476,,3558.000000,,530.000000,260.000000,216.000000,known_standard_or_spike,0,0.25,0
MSStandards,4,2,H3,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H3.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H3.CSV,reference workbook missing from local extraction,True,False,True,4,2,H3,2026-03-11T00:00:00Z,Xyl (0.075),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.352200,62.036980,20776.023387,27.051678,30.769560,1947.720810,36.234072,42.608820,2608.853180,5.538958,11.088480,404.343937,0.675666,5.806236,52.701918,2.082310,9.061527,149.926354,-0.287118,2.628613,-22.395231,0.375939,1.339439,31682.727273,6799193.000000,896.471264,38159.000000,0.126984,0.690476,,3687.000000,,503.000000,284.000000,217.000000,known_standard_or_spike,0,0.075,0
MSStandards,4,2,H4,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H4.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H4.CSV,reference workbook missing from local extraction,True,False,True,4,2,H4,2026-03-11T00:00:00Z,Xyl (0.01),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.263050,64.382970,20637.305119,26.809327,31.772240,1930.271550,36.478347,42.327050,2626.440970,5.483685,11.725490,400.308990,0.713539,3.813812,55.656065,2.202476,8.508629,158.578284,-0.275456,3.411709,-21.485573,0.401642,1.360659,46511.718182,10041995.000000,946.833333,44985.000000,0.126984,0.690476,,3375.000000,,581.000000,272.000000,207.000000,known_standard_or_spike,0,0.01,0
MSStandards,4,2,H5,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H5.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H5.CSV,reference workbook missing from local extraction,True,False,True,4,2,H5,2026-03-11T00:00:00Z,MM f/2 (0.01),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.031551,63.057950,20277.093824,25.659363,28.465370,1847.474130,35.813925,42.840720,2578.602620,5.325138,11.363130,388.735044,0.758008,4.810051,59.124588,2.962941,8.121353,213.331718,-0.073948,3.598289,-5.767929,0.556406,1.395745,25780.836364,5510878.000000,858.477011,35848.000000,0.126984,0.690476,,3636.000000,,562.000000,282.000000,214.000000,known_standard_or_spike,0.01,0.01,0.01
MSStandards,4,2,H7,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H7.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H7.CSV,reference workbook missing from local extraction,True,False,True,4,2,H7,2026-03-11T00:00:00Z,Rha-Algae (0.1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,9.371149,139.222900,14581.508356,0.599549,6.915421,43.167542,20.517174,28.867220,1477.236510,37.435200,94.515240,2732.769564,0.435346,6.263535,33.956969,51.414380,139.222900,3701.835367,1.286292,8.265762,100.330811,1.373423,34.221001,42232.502262,5767180.000000,966.310345,35742.000000,0.123016,0.690476,,3119.000000,,617.000000,249.000000,223.000000,known_standard_or_spike,0.1,,
MSStandards,4,2,H8,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H8.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H8.CSV,reference workbook missing from local extraction,True,False,True,4,2,H8,2026-03-11T00:00:00Z,MilliQ,MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,13.964178,68.289900,21728.261285,28.556874,32.845300,2056.094900,38.556655,44.914580,2776.079160,6.368202,11.489440,464.878738,0.639561,3.608913,49.885734,2.182577,9.282654,157.145557,0.395132,3.119873,30.820306,0.342731,1.350171,40427.072727,8755045.000000,657.528736,24732.000000,0.126984,0.690476,,2588.000000,,427.000000,194.000000,169.000000,blank_or_matrix_blank,0,0,0
MSStandards,4,2,H9,Plate,True,True,False,Raman only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_004_002_H9.csv,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\Raman\Raman_EG_MSStandards_raw_004_002_H9.CSV,reference workbook missing from local extraction,True,False,True,4,2,H9,2026-03-11T00:00:00Z,MMAlgae (0.1),MSStandards,NA,Raman trial,NA,unk,NA,raw,,False,,,,,,False,No quantitative HPLC reference table found in current folder,EG,True,True,4.673145,85.731860,7271.414213,0.130991,5.053177,9.431366,17.147621,27.749690,1234.628695,18.646196,55.267870,1361.172290,-4.805654,-0.250229,-374.841051,31.075671,85.731860,2237.448348,1.020724,5.729767,79.616467,1.666596,130.906665,46147.059091,9958522.000000,976.632184,36799.000000,0.126984,0.690476,,3595.000000,,544.000000,231.000000,217.000000,known_standard_or_spike,0.1,0.1,0.1
Pavlovagyrans,1,1,B10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B10.csv,,reference workbook missing from local extraction,True,True,False,1,1,B10,F2-B2,B2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1027,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6383.237443,205647.000000,7667.022989,205647.000000,0.130952,0.690476,,9070.000000,,2063.000000,746.000000,584.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B11.csv,,reference workbook missing from local extraction,True,True,False,1,1,B11,F2-B4,B4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1055,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6400.639269,209811.000000,7678.614943,209811.000000,0.130952,0.690476,,9442.000000,,2008.000000,812.000000,602.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B2.csv,,reference workbook missing from local extraction,True,True,False,1,1,B2,F2-N0,N0,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10489999999999999,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6065.191781,196874.000000,7328.068966,196874.000000,0.130952,0.690476,,8921.000000,,1530.000000,711.000000,520.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B3.csv,,reference workbook missing from local extraction,True,True,False,1,1,B3,F2-N2,N2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1042,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6101.538813,197256.000000,7370.672414,197256.000000,0.130952,0.690476,,9208.000000,,1747.000000,716.000000,579.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B4.csv,,reference workbook missing from local extraction,True,True,False,1,1,B4,F2-N4,N4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1045,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6111.547945,196100.000000,7382.747126,196100.000000,0.130952,0.690476,,9367.000000,,2034.000000,754.000000,584.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B5.csv,,reference workbook missing from local extraction,True,True,False,1,1,B5,F2-N6,N6,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10100000000000001,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5830.223744,194139.000000,7026.637931,194139.000000,0.130952,0.690476,,9118.000000,,1615.000000,753.000000,550.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B6.csv,,reference workbook missing from local extraction,True,True,False,1,1,B6,F2-S1,S1,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1052,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6458.520548,198443.000000,7803.695402,198443.000000,0.130952,0.690476,,9479.000000,,1878.000000,740.000000,589.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B7.csv,,reference workbook missing from local extraction,True,True,False,1,1,B7,F2-S3,S3,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1099,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6477.232877,203834.000000,7802.333333,203834.000000,0.130952,0.690476,,9212.000000,,2005.000000,806.000000,583.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B8.csv,,reference workbook missing from local extraction,True,True,False,1,1,B8,F2-S5,S5,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,9.3299999999999994E-2,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6496.438356,205701.000000,7813.597701,205701.000000,0.130952,0.690476,,9364.000000,,2176.000000,767.000000,587.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,B9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_B9.csv,,reference workbook missing from local extraction,True,True,False,1,1,B9,F2-S7,S7,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10290000000000001,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6340.593607,201260.000000,7602.672414,201260.000000,0.130952,0.690476,,8967.000000,,1868.000000,766.000000,573.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,C10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_C10.csv,,reference workbook missing from local extraction,True,True,False,1,1,C10,F2-B2,B2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.106,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6063.141553,191737.000000,7251.080460,191737.000000,0.130952,0.690476,,8714.000000,,2170.000000,766.000000,584.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,C11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_C11.csv,,reference workbook missing from local extraction,True,True,False,1,1,C11,F2-B4,B4,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1079,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6764.246575,212129.000000,8118.120690,212129.000000,0.130952,0.690476,,9363.000000,,1913.000000,878.000000,622.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,C2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_C2.csv,,reference workbook missing from local extraction,True,True,False,1,1,C2,F2-N0,N0,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.10199999999999999,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,5990.105023,196023.000000,7200.005747,196023.000000,0.130952,0.690476,,8097.000000,,1839.000000,786.000000,544.000000,non_numeric_treatment,,,
Pavlovagyrans,1,1,C3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_001_C3.csv,,reference workbook missing from local extraction,True,True,False,1,1,C3,F2-N2,N2,Pavlova gyrans,2026-02-16T00:00:00Z,EEM trial,0,0.1022,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder,EG,True,False,,,,,,,,,,,,,,,,,,,,,,,,6277.150685,197660.000000,7528.109195,197660.000000,0.130952,0.690476,,8772.000000,,2061.000000,759.000000,595.000000,non_numeric_treatment,,,
