"﻿""group_code""",sample_set,batch,replicate,sample_id,container_type,eem_present,raman_present,hplc_present,matching_measurements,eem_file,raman_file,hplc_status,plate_metadata_present,eem_plate_metadata_present,raman_plate_metadata_present,metadata_experiment,metadata_plate,metadata_well,metadata_media,legend_treatment_label,metadata_strain,metadata_date,metadata_comment,metadata_culture_duration_hours,metadata_od750,metadata_support,metadata_data_type,hplc_sample_code,hplc_sample_legend_present,hplc_sample_date,hplc_total_volume_centrifuged_ml_per_falcon,hplc_number_of_falcons,hplc_legend_note_1,hplc_legend_note_2,hplc_quantitative_reference_present,hplc_quantitative_reference_status
EG,Pavlovagyrans,1,4,C9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_C9.csv,,reference workbook missing from local extraction,True,True,False,1,4,C9,F2-S7,S7,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.8400000000000006E-2,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D10.csv,,reference workbook missing from local extraction,True,True,False,1,4,D10,F2-B2,B2,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6199999999999999E-2,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D11.csv,,reference workbook missing from local extraction,True,True,False,1,4,D11,F2-B4,B4,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.69E-2,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D2.csv,,reference workbook missing from local extraction,True,True,False,1,4,D2,F2-N0,N0,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.7900000000000001E-2,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D3.csv,,reference workbook missing from local extraction,True,True,False,1,4,D3,F2-N2,N2,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.72E-2,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D4.csv,,reference workbook missing from local extraction,True,True,False,1,4,D4,F2-N4,N4,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.7999999999999995E-2,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D5.csv,,reference workbook missing from local extraction,True,True,False,1,4,D5,F2-N6,N6,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.1699999999999995E-2,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D6.csv,,reference workbook missing from local extraction,True,True,False,1,4,D6,F2-S1,S1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.7300000000000003E-2,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D7.csv,,reference workbook missing from local extraction,True,True,False,1,4,D7,F2-S3,S3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6800000000000002E-2,96plate,raw,S3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D8.csv,,reference workbook missing from local extraction,True,True,False,1,4,D8,F2-S5,S5,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.5400000000000004E-2,96plate,raw,S5,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,D9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_D9.csv,,reference workbook missing from local extraction,True,True,False,1,4,D9,F2-S7,S7,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.7499999999999994E-2,96plate,raw,S7,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E10.csv,,reference workbook missing from local extraction,True,True,False,1,4,E10,F2-B3,B3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6800000000000002E-2,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E11.csv,,reference workbook missing from local extraction,True,True,False,1,4,E11,F2-STD,STD,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,0.10249999999999999,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E2.csv,,reference workbook missing from local extraction,True,True,False,1,4,E2,F2-N1,N1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.2100000000000001E-2,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E3.csv,,reference workbook missing from local extraction,True,True,False,1,4,E3,F2-N3,N3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.8200000000000001E-2,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E4.csv,,reference workbook missing from local extraction,True,True,False,1,4,E4,F2-N5,N5,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.6600000000000005E-2,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E5.csv,,reference workbook missing from local extraction,True,True,False,1,4,E5,F2-N7,N7,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.77E-2,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E6.csv,,reference workbook missing from local extraction,True,True,False,1,4,E6,F2-S2,S2,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6300000000000002E-2,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E7.csv,,reference workbook missing from local extraction,True,True,False,1,4,E7,F2-S4,S4,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.8300000000000003E-2,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E8.csv,,reference workbook missing from local extraction,True,True,False,1,4,E8,F2-S6,S6,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.8900000000000007E-2,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,E9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_E9.csv,,reference workbook missing from local extraction,True,True,False,1,4,E9,F2-B1,B1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.1499999999999998E-2,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F10.csv,,reference workbook missing from local extraction,True,True,False,1,4,F10,F2-B3,B3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6699999999999999E-2,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F11.csv,,reference workbook missing from local extraction,True,True,False,1,4,F11,F2-STD,STD,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.5200000000000007E-2,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F2.csv,,reference workbook missing from local extraction,True,True,False,1,4,F2,F2-N1,N1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.6000000000000002E-2,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F3.csv,,reference workbook missing from local extraction,True,True,False,1,4,F3,F2-N3,N3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.3200000000000005E-2,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F4.csv,,reference workbook missing from local extraction,True,True,False,1,4,F4,F2-N5,N5,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.0700000000000003E-2,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F5.csv,,reference workbook missing from local extraction,True,True,False,1,4,F5,F2-N7,N7,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.6599999999999996E-2,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F6.csv,,reference workbook missing from local extraction,True,True,False,1,4,F6,F2-S2,S2,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.3099999999999993E-2,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F7.csv,,reference workbook missing from local extraction,True,True,False,1,4,F7,F2-S4,S4,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.7099999999999997E-2,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F8.csv,,reference workbook missing from local extraction,True,True,False,1,4,F8,F2-S6,S6,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.0700000000000003E-2,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,F9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_F9.csv,,reference workbook missing from local extraction,True,True,False,1,4,F9,F2-B1,B1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.7800000000000003E-2,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G10.csv,,reference workbook missing from local extraction,True,True,False,1,4,G10,F2-B3,B3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,7.8799999999999995E-2,96plate,raw,B3,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G11.csv,,reference workbook missing from local extraction,True,True,False,1,4,G11,F2-STD,STD,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,0.10100000000000001,96plate,raw,STD,False,,,,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G2.csv,,reference workbook missing from local extraction,True,True,False,1,4,G2,F2-N1,N1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.4200000000000006E-2,96plate,raw,N1,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G3.csv,,reference workbook missing from local extraction,True,True,False,1,4,G3,F2-N3,N3,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.5200000000000007E-2,96plate,raw,N3,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G4.csv,,reference workbook missing from local extraction,True,True,False,1,4,G4,F2-N5,N5,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.5100000000000004E-2,96plate,raw,N5,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G5.csv,,reference workbook missing from local extraction,True,True,False,1,4,G5,F2-N7,N7,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.8400000000000006E-2,96plate,raw,N7,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G6.csv,,reference workbook missing from local extraction,True,True,False,1,4,G6,F2-S2,S2,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.5999999999999993E-2,96plate,raw,S2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G7,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G7.csv,,reference workbook missing from local extraction,True,True,False,1,4,G7,F2-S4,S4,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.72E-2,96plate,raw,S4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G8,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G8.csv,,reference workbook missing from local extraction,True,True,False,1,4,G8,F2-S6,S6,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,9.6000000000000002E-2,96plate,raw,S6,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,4,G9,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_004_G9.csv,,reference workbook missing from local extraction,True,True,False,1,4,G9,F2-B1,B1,Pavlova gyrans,2026-02-23T00:00:00Z,EEM trial,0,8.9200000000000002E-2,96plate,raw,B1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B10,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B10.csv,,reference workbook missing from local extraction,True,True,False,1,5,B10,F2-B2,B2,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1012,96plate,raw,B2,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B11,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B11.csv,,reference workbook missing from local extraction,True,True,False,1,5,B11,F2-B4,B4,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.11219999999999999,96plate,raw,B4,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B2,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B2.csv,,reference workbook missing from local extraction,True,True,False,1,5,B2,F2-N0,N0,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1004,96plate,raw,N0,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B3,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B3.csv,,reference workbook missing from local extraction,True,True,False,1,5,B3,F2-N2,N2,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1027,96plate,raw,N2,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B4,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B4.csv,,reference workbook missing from local extraction,True,True,False,1,5,B4,F2-N4,N4,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1095,96plate,raw,N4,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B5,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B5.csv,,reference workbook missing from local extraction,True,True,False,1,5,B5,F2-N6,N6,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1079,96plate,raw,N6,True,31.03.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
EG,Pavlovagyrans,1,5,B6,Plate,True,False,False,EEM only,C:\Users\nhadu\OneDrive - UTS\C3_UTS\Soft_Sensor_Loc\Emilie data\Raw_data\Emilie_SoftSensor\Emilie_SoftSensor\Raw_data_Plate\EEM\EEM_EG_Pavlovagyrans_raw_001_005_B6.csv,,reference workbook missing from local extraction,True,True,False,1,5,B6,F2-S1,S1,Pavlova gyrans,2026-02-24T00:00:00Z,EEM trial,0,0.1046,96plate,raw,S1,True,01.04.2026,450,1,,,False,No quantitative HPLC reference table found in current folder
